"Ano","Regiao","Sub_Regiao","Pais","ADM0_ISO","Mes","UnidMaior","GID_1","GeoCodUnidMaior","UnidMenor","GID_2","GeoCodUnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-01-12 09:02:05.840","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",9,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-09-29 11:47:49.597","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",11,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-01-13 13:00:31.447","1",NA
2010,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-08-04 10:56:05.957","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",3,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-04-10 11:40:34.417","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"0","NULL","NULL","P","2006-01-12 09:01:39.560","3",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",4,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-05-11 11:07:34.557","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2005-10-14 10:22:43.880","2",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",8,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-10-06 15:40:14.530","1",NA
2009,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",7,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-12-28 10:37:05.177","1",NA
2004,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",9,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2004-09-13 11:19:12.967","2",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",3,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-03-21 10:03:19.357","1",NA
2003,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-11-11 00:00:00.000","NULL",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",2,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-03-08 13:53:02.593","1",NA
2009,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",0,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",7,"0","NULL","NULL","P","2009-10-16 10:42:49.503","7",NA
2010,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",9,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-10-21 12:57:27.090","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",11,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2006-01-12 09:02:28.670","2",NA
2008,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",9,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2008-11-27 09:24:48.360","2",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",12,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"0","NULL","NULL","P","2006-01-13 13:01:40.480","3",NA
2008,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:19:35.403","1",NA
2010,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",4,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-12-29 13:47:32.963","1",NA
2008,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",7,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:09.550","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-01-02 10:55:28.543","1",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",8,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-09-14 09:28:08.563","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",12,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"0","NULL","NULL","P","2006-01-13 13:00:49.260","3",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",2,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2006-04-10 11:40:20.840","2",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-09-17 08:49:07.293","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",1,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-04-10 11:38:50.807","1",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",1,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-03-21 09:56:50.047","1",NA
2008,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",4,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:25.190","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",11,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-01-13 13:00:11.370","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",1,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",3,"0","NULL","NULL","P","2006-04-10 11:39:06.167","3",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",12,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 14:52:53.423","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",2,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-02-22 09:24:59.880","1",NA
2009,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",3,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:39:50.883","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",7,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-07-31 14:21:22.673","1",NA
2010,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",7,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2010-08-04 10:56:31.893","2",NA
2010,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2010-08-04 10:56:11.613","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",3,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-04-20 09:39:38.830","1",NA
2009,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",8,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-12-28 10:37:57.800","1",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-09-18 09:40:12.930","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2006-07-31 14:20:43.080","2",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",11,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2007-01-02 10:56:20.217","2",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",1,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-03-21 09:56:19.377","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",2,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2007-01-23 11:10:38.770","2",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",8,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2006-10-06 15:40:43.060","2",NA
2009,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",1,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:32.867","1",NA
2003,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-10-16 00:00:00.000","NULL",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2007-09-14 09:27:57.983","1",NA
2006,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",7,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-07-31 14:21:12.563","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",4,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-05-12 13:55:09.220","1",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",10,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 14:54:07.860","1",NA
2003,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",2,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"NULL","NULL","NULL","P","2003-03-05 00:00:00.000","NULL",NA
2007,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",2,"0","NULL","NULL","P","2007-09-14 09:27:50.500","2",NA
2008,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:02.970","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",12,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2006-01-13 13:00:40.713","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",8,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-09-29 11:47:15.287","1",NA
2005,"América Latina","Área Andina","Bolivia, Plurinational State of","BOL",6,"Oruro","BOL.5_1","BOL-ORU","Sin Informacion","Sin Informacion","...","Perros","Perros",1,"0","NULL","NULL","P","2005-07-04 10:27:38.507","1",NA
